source_path,corpus,source_family,prompt_id,condition,arm,rep,attempt,seed,requested_vocal,present,type_correct,ledger_path,size_bytes,sample_id,copied_path,copied_size_bytes,release_reason,sha256,category,baseline_bon256_prompt_success_rate
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256_general/held_out_0026/none_s209_2028100209.flac,ATLAS,bon256_general,held_out_0026,none,,,,2028100209,0,0,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_general_w1.jsonl,3612351,aprime_0001,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0001_f9d841f0319b.flac,3612351,a_prime_500_judge_sample,402367ecbfe226cf47a59f9fd60a9129aa33685996d5d883edd95283fa00bd54,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0134/none_s72_2028000072.flac,ATLAS,bon256,held_out_0134,none,,,,2028000072,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,5276516,aprime_0002,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0002_a351d5e28af0.flac,5276516,a_prime_500_judge_sample,a39603fa17ed0dc6274f45fcba3ab0154b764d87b31d2fb11d7e084d6377ecb6,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0199/none_s500_2028600500.flac,ATLAS,bon256,held_out_0199,none,,,,2028600500,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w4.jsonl,6118556,aprime_0003,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0003_64f47dfbce46.flac,6118556,a_prime_500_judge_sample,6963a95799c77b1d0b729b4a5719ebf795a67eb5f680498d02c164bd8001584a,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0119/none_s356_2027900356.flac,ATLAS,bon256,held_out_0119,none,,,,2027900356,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w4.jsonl,8185058,aprime_0004,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0004_2fcf09df5959.flac,8185058,a_prime_500_judge_sample,8117ab9c6bf8df64e6f861232002387de5d697dad9bd1116ed1cf56a82a2b8ca,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0021/none_s121_2026600121.flac,ATLAS,bon256,held_out_0021,none,,,,2026600121,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,8378438,aprime_0005,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0005_b56fd437122d.flac,8378438,a_prime_500_judge_sample,ac6af09d51fecc5f97e2cdb2c93007ddc6e20f575a01dae5d92cc01779ded2f5,,
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0129/a7_r1_t00_seed2026447100.flac,PH2_ONLINE,online_run,held_out_0129,arm7,7,1,0,2026447100,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w1.jsonl,6446787,aprime_0006,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0006_b75c12f08755.flac,6446787,a_prime_500_judge_sample,bbde517e4b95ec11f1184490a016717e143c41b70e753c09d4ae5b76e7c4cfe1,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0069/none_s168_2027300168.flac,ATLAS,bon256,held_out_0069,none,,,,2027300168,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,7085111,aprime_0007,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0007_d4affcef8c8c.flac,7085111,a_prime_500_judge_sample,d840e2b7d8f68426769671fec7f256183a4184edc4469c71338e45a2c60979bc,,
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0240/a1_r1_t01_seed2026558101.flac,PH2_ONLINE,online_run,held_out_0240,arm1,1,1,1,2026558101,1,0,0,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w0.jsonl,14309906,aprime_0008,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0008_0d0688929134.flac,14309906,a_prime_500_judge_sample,2eb0e6d7be4e0f33bed6f858619e811633b4a18d0b8f9fea49f176d509017e01,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0017/none_s238_2026500238.flac,ATLAS,bon256,held_out_0017,none,,,,2026500238,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,7317027,aprime_0009,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0009_94d4cd6af5b3.flac,7317027,a_prime_500_judge_sample,0f69ccc1d27542645be89606db0e823b14ed71c711005d5001f607b366714916,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/istrong_instr/held_out_0170/I_strong_s28_2028405028.flac,ATLAS,istrong_instr,held_out_0170,I_strong,,,,2028405028,0,0,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/istrong_instr_w4.jsonl,6335312,aprime_0010,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0010_b6b1ef1e4d48.flac,6335312,a_prime_500_judge_sample,98335ea940b8dcf606d10eea41d8633a163231c47876a6f89a664a5b3b17a61a,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0142/none_s60_2028100060.flac,ATLAS,bon256,held_out_0142,none,,,,2028100060,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,9660940,aprime_0011,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0011_c3f79753c6e6.flac,9660940,a_prime_500_judge_sample,baa910401872f304bfc832f3023b719f0671c473decdfec6e9961bca5d3e17d4,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0001/none_s210_2026200210.flac,ATLAS,bon256,held_out_0001,none,,,,2026200210,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,3467211,aprime_0012,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0012_dbae2c3ff29d.flac,3467211,a_prime_500_judge_sample,34672fb90711b954cfdd1a0fceb281c88d7870c25d3ca3c787edd92d80f259f9,,
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0108/a6_r1_t02_seed2026426102.flac,PH2_ONLINE,online_run,held_out_0108,arm6,6,1,2,2026426102,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w12.jsonl,5754090,aprime_0013,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0013_407f37d22a86.flac,5754090,a_prime_500_judge_sample,2b78e584f1b8e64222ac487795789064d9832320549d4e3dd5f405d44ee1e9a5,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256_general/held_out_0019/none_s185_2027800185.flac,ATLAS,bon256_general,held_out_0019,none,,,,2027800185,0,0,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_general_w1.jsonl,4380516,aprime_0014,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0014_bfd0d62ec5e2.flac,4380516,a_prime_500_judge_sample,68ff3c4ebecab0d5b85d8670a66565f8020b36f1d90cd25099fb0b9c3133c054,,
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0097/a6_r0_t04_seed2026415004.flac,PH2_ONLINE,online_run,held_out_0097,arm6,6,0,4,2026415004,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w1.jsonl,12868120,aprime_0015,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0015_39531ba18352.flac,12868120,a_prime_500_judge_sample,2238625417ac3dbc22c31ebf97e5751624019e6e284b28a09e71445c5d7de19b,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0240/none_s107_2029000107.flac,ATLAS,bon256,held_out_0240,none,,,,2029000107,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,8710148,aprime_0016,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0016_1eb97083967d.flac,8710148,a_prime_500_judge_sample,3d82b08ee135343ed90b7604f50635565d9df32f83d28677961b0c59e72ae6e7,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0024/none_s483_2026700483.flac,ATLAS,bon256,held_out_0024,none,,,,2026700483,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w3.jsonl,8382888,aprime_0017,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0017_7bad195d7fa5.flac,8382888,a_prime_500_judge_sample,6311aed30a6b2d5396c1b41635cac96f199bddccc5baaa448d7f3635e6bd22de,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256_general/held_out_0014/none_s156_2027000156.flac,ATLAS,bon256_general,held_out_0014,none,,,,2027000156,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_general_w4.jsonl,4459479,aprime_0018,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0018_2aa705b4edfc.flac,4459479,a_prime_500_judge_sample,577938a7ab8013923a8e9ee30655c2247f0c479ee137de0a5c53999690047fcf,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/genre_instr/genreinstr_ambient/none_s56_2026800056.flac,ATLAS,genre_instr,genreinstr_ambient,none,,,,2026800056,0,0,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/genre_instr_w0.jsonl,2736533,aprime_0019,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0019_a00fb96bef52.flac,2736533,a_prime_500_judge_sample,514c7a03f7b321d9d8c5657cfb58c6312a2e63da2ad67e5039ffb952439cbf40,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256_general/held_out_0014/none_s183_2027000183.flac,ATLAS,bon256_general,held_out_0014,none,,,,2027000183,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_general_w7.jsonl,4899157,aprime_0020,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0020_69e5acde7a1e.flac,4899157,a_prime_500_judge_sample,bf6f002858cd75f9b58a7fd5f3f0c4f9ace1e42893cd0f889994672348ad7159,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0166/none_s316_2028300316.flac,ATLAS,bon256,held_out_0166,none,,,,2028300316,1,1,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w4.jsonl,4266722,aprime_0021,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0021_9dc228bbd0f4.flac,4266722,a_prime_500_judge_sample,c64ee3765816bba8cce216473e379b6fbb02741ea29e2b6aa3ad9742df7ca0ed,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0240/none_s437_2029000437.flac,ATLAS,bon256,held_out_0240,none,,,,2029000437,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w5.jsonl,6773639,aprime_0022,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0022_42bcca4d5bd0.flac,6773639,a_prime_500_judge_sample,f1e5c6ea5638b302ddbbad3752c43af58b87cfc9cce18bf6036a39b1dde44979,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256_general/held_out_0014/none_s86_2027000086.flac,ATLAS,bon256_general,held_out_0014,none,,,,2027000086,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_general_w6.jsonl,5053782,aprime_0023,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0023_c1bf20fc2b44.flac,5053782,a_prime_500_judge_sample,87af67c4df80bbe462d6d1a14706827404a3d8e5a30a5c6b8eb045ffc8ef5c06,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256_general/held_out_0003/none_s25_2026300025.flac,ATLAS,bon256_general,held_out_0003,none,,,,2026300025,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_general_w1.jsonl,4166930,aprime_0024,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0024_f1c5e8ca45e8.flac,4166930,a_prime_500_judge_sample,778e65549b45ad95cb5807be7c8800b30c9dbb5f95cecc298f783cbe893a18d2,,
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0079/a1_r1_t02_seed2026397102.flac,PH2_ONLINE,online_run,held_out_0079,arm1,1,1,2,2026397102,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w15.jsonl,13656681,aprime_0025,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0025_7757f52c987f.flac,13656681,a_prime_500_judge_sample,5ad2b5b142600873da3c0e618001e0a02804c1c27ee49fb467c03c5f34909e95,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0119/none_s252_2027900252.flac,ATLAS,bon256,held_out_0119,none,,,,2027900252,1,1,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,8094565,aprime_0026,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0026_f7e675fc7024.flac,8094565,a_prime_500_judge_sample,fe0da547e1d7b623f66ab7ca99e20d13e8f6390377cf0af423cc9a1d4c40d30b,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0142/none_s50_2028100050.flac,ATLAS,bon256,held_out_0142,none,,,,2028100050,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,9275398,aprime_0027,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0027_0f19c339b98d.flac,9275398,a_prime_500_judge_sample,2c3496ec12e0061d73fc4a8d73f8d56be0b50fc3d787c0d8bdd5670e0cc28f0b,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256_general/held_out_0007/none_s192_2026600192.flac,ATLAS,bon256_general,held_out_0007,none,,,,2026600192,1,1,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_general_w0.jsonl,3931196,aprime_0028,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0028_277d69b53173.flac,3931196,a_prime_500_judge_sample,425b7b6aa6cad2e2c86d54edd75a720c70fa45315c12eda40928f080344b1dba,,
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0203/a1_r1_t00_seed2026521100.flac,PH2_ONLINE,online_run,held_out_0203,arm1,1,1,0,2026521100,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w11.jsonl,7083389,aprime_0029,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0029_5e86b48543c3.flac,7083389,a_prime_500_judge_sample,2199da5ba499f55e37ab1850a01ad6db948997e915cd27f1ec46ac953321e6d1,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0041/none_s184_2026900184.flac,ATLAS,bon256,held_out_0041,none,,,,2026900184,0,0,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,3820166,aprime_0030,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0030_1d24b193a36d.flac,3820166,a_prime_500_judge_sample,511947590f0452e62d4ad778df5af4590df9d0d91141647ffbe8389d01ead668,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0008/none_s281_2026300281.flac,ATLAS,bon256,held_out_0008,none,,,,2026300281,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w1.jsonl,7305925,aprime_0031,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0031_3337bc08efbc.flac,7305925,a_prime_500_judge_sample,a0209e72313b2e5b26ed0c47681029006b6c041573db1bb10e4633f45783ed78,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/genre_instr/genreinstr_hiphop/none_s11_2026400011.flac,ATLAS,genre_instr,genreinstr_hiphop,none,,,,2026400011,0,0,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/genre_instr_w3.jsonl,2874259,aprime_0032,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0032_f410f78363c0.flac,2874259,a_prime_500_judge_sample,2738b7ed247f0c12e7717ba53beb28438c0c9346cbd2345d37093715f0322efc,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256_general/held_out_0007/none_s232_2026600232.flac,ATLAS,bon256_general,held_out_0007,none,,,,2026600232,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_general_w0.jsonl,4144779,aprime_0033,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0033_2c164018ae99.flac,4144779,a_prime_500_judge_sample,e0ae337a96415049dfaf384998d6656e93634a47aa2d18589378b80ed2a0f2d9,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0069/none_s378_2027300378.flac,ATLAS,bon256,held_out_0069,none,,,,2027300378,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w2.jsonl,7649836,aprime_0034,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0034_9ba674b51a7e.flac,7649836,a_prime_500_judge_sample,dea2020a5085b67ecb48c9fe381513f2ba596cf14256d7174035953bebe06796,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/v3_vocal/held_out_0001/V3_s51_2026202051.flac,ATLAS,v3_vocal,held_out_0001,V3,,,,2026202051,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/v3_vocal_w3.jsonl,4169717,aprime_0035,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0035_1704ce3116b0.flac,4169717,a_prime_500_judge_sample,62d06239452b79177c4e0e0eeb01cc35f920af81f508433e11610046e24a07c6,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/istrong_instr/held_out_0108/I_strong_s87_2027705087.flac,ATLAS,istrong_instr,held_out_0108,I_strong,,,,2027705087,0,0,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/istrong_instr_w7.jsonl,3690055,aprime_0036,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0036_1c9d5709652c.flac,3690055,a_prime_500_judge_sample,0e2d8caebb7e1b78d667b62bf8f03c9ed06f2f1d364bd74df305daa290516bee,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0001/none_s173_2026200173.flac,ATLAS,bon256,held_out_0001,none,,,,2026200173,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,3894639,aprime_0037,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0037_a7463e66e993.flac,3894639,a_prime_500_judge_sample,dca10ae9b99cdc338028b2e65bc5e69b47e91fea778cdc42e4b7df0b30279e3d,,
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0236/a1_r1_t01_seed2026554101.flac,PH2_ONLINE,online_run,held_out_0236,arm1,1,1,1,2026554101,0,0,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w12.jsonl,8267289,aprime_0038,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0038_7f88ef8603f3.flac,8267289,a_prime_500_judge_sample,87be395147d89957c8bbaa7db5e8c30258e931feb8e2c1c268cffe9303622c5d,,
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0112/a3_r0_t04_seed2026430004.flac,PH2_ONLINE,online_run,held_out_0112,arm3,3,0,4,2026430004,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w0.jsonl,8360775,aprime_0039,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0039_d758b53480d7.flac,8360775,a_prime_500_judge_sample,c3e2ed79edcc5854d38880c240ac2ce98453f7361c4b8a0f9b0ea5bace719383,,
orbit-research/adsr_phase2_20260604/batch3/online_run/keep/held_out_0084/a4_r0_t02_seed2026402002.flac,PH2_ONLINE,online_run,held_out_0084,arm4,4,0,2,2026402002,1,1,1,orbit-research/adsr_phase2_20260604/batch3/online_run/ledger_w4.jsonl,6328127,aprime_0040,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0040_273468505d6c.flac,6328127,a_prime_500_judge_sample,0ba9d5abb9de6bf902518717244346f64c727b141023b64b0dfcf1a5549c3472,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0008/none_s2_2026300002.flac,ATLAS,bon256,held_out_0008,none,,,,2026300002,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,7981870,aprime_0041,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0041_98b0fc8939d7.flac,7981870,a_prime_500_judge_sample,2ac616a63a7e04e71e30b1954f0ccbe90a92693c9bf69a51c20499bdfaea1a0a,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0134/none_s115_2028000115.flac,ATLAS,bon256,held_out_0134,none,,,,2028000115,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,5833528,aprime_0042,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0042_16d2d441a047.flac,5833528,a_prime_500_judge_sample,8ad5b77dec31b806c7ae40f060da929892daa50731858a4d49cd7b03a79f0566,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256_general/held_out_0023/none_s211_2027300211.flac,ATLAS,bon256_general,held_out_0023,none,,,,2027300211,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_general_w3.jsonl,4896837,aprime_0043,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0043_27fad409c7a2.flac,4896837,a_prime_500_judge_sample,1bc249ee6ae79b83f8fe4b74e9a1941c9e35252be663212d6f00d8594fa9984d,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256_general/held_out_0011/none_s168_2026700168.flac,ATLAS,bon256_general,held_out_0011,none,,,,2026700168,1,0,0,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_general_w0.jsonl,6616784,aprime_0044,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0044_be1e1f787975.flac,6616784,a_prime_500_judge_sample,ffc8679e8e3f712427e2fde636f5892b1ed792aecada7c554cd584d383ad1f66,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0238/none_s174_2028900174.flac,ATLAS,bon256,held_out_0238,none,,,,2028900174,0,0,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,5296623,aprime_0045,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0045_df4bc6987697.flac,5296623,a_prime_500_judge_sample,8789eafd2542974ed4544b80809ee941fbf9a1ff144a4822cfa6c6a2571667ae,,
batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/keep/bon256/held_out_0236/none_s31_2028800031.flac,ATLAS,bon256,held_out_0236,none,,,,2028800031,0,0,1,batch3/exploratory_auto/20260620_regime_atlas_autopilot_v3/01_core_basin_test/ledgers/bon256_w0.jsonl,5231657,aprime_0046,orbit-research/adsr_phase2_20260604/paper_prep/storage_triage/A_PRIME_500_JUDGE_SAMPLE/media/aprime_0046_b51f08cb6ade.flac,5231657,a_prime_500_judge_sample,8400989899005b485175b2a9b0c13cec36fb7da82f5fdfa5a6826e0c033ab45c,,
